
@relation classify-sentiment

@attribute text string
@attribute class {negativo,positivo,neutro}

@data
'sempre quando tenho que pagar um boleto da erro_1310 itoken',negativo
'sempre que preciso não funciona.sempre pede atualização',negativo
'sempre tenho que desinstalar e instalar',negativo
'sempre usei o app muito bem, faz 3 dias que não funciona',negativo
'senha não acessava mais',negativo
'senha não cadastrada',negativo
'seria bom se a opção do cartão de crédito tivesse na opção gratuita assim ia fazer disputa com nubank e o banco inter ai vcs viriam com tudo agora dividir o cartão de crédito para uma conta paga e na versão da conta gratuita só débito não e legal porque nem sempre as pessoas fazem tanta preferência …',negativo
'seria possível melhorar',negativo
'seria tão ágil',negativo
'seria tão fácil e ágil',negativo
'seria tão fácil',negativo
'servidor caindo toda hora',negativo
'simplesmente impossível consultar, contratar ou liberar crédito pelo app',negativo
'simplesmente impossível usar',negativo
'simplesmente não abre',negativo
'simplesmente não consigo acessar, fecha sempre que eu passo a senha',negativo
'simplesmente não consigo acessar',negativo
'simplesmente não funciona só fica carregado',negativo
'simplesmente não funciona, ficou totalmente inoperante após a atualização',negativo
'simplesmente nao funciona',negativo
'simplesmente não funciona',negativo
'simplesmente não funciona',negativo
'simplesmente parou de funcionar',negativo
'sistema péssimo',negativo
'site péssimo',negativo
'só acho ruim porque desatualiza',negativo
'só aparece a opção de digitar',negativo
'só atende o básico',negativo
'so consegui atualizar desisntalando e instalando o app com atualização',negativo
'só dá erro',negativo
'só depois de uma semana',negativo
'só deveria ser mais rápido para lançar',negativo
'só dor de cabeça',negativo
'só está dando dor de cabeça',negativo
'so esta me dando dor de cabeça',negativo
'só falta a opção de vermos no extrato em qual estabelecimento o cartão de débito foi utilizado',negativo
'só fica na tela de login, não abre',negativo
'só funciona quando quer',negativo
'só incomodacao',negativo
'só incomodo',negativo
'só não faça como o itaú, de toda a atualização ter de ir ao caixa para ativar itoken',negativo
'só não gostei muito por ter várias taxas',negativo
'só o que sinto falta é de poder pagar minha fatura antes do fechamento pra com isso liberar limite do cartão',negativo
'só podem estar de brincadeira',negativo
'só precisa de volta as cotações',negativo
'só problema',negativo
'só que poderia fornecer uma cartão virtual, para podermos fazer compras na internet sem preocupação',negativo
'só serve pra consultar o saldo',negativo
'socorro, preciso desse app funcionando novamente urgente uso direto, usava né',negativo
'socorro, preciso desse app funcionando',negativo
'socorro',negativo
'sou funcionário da empresa e tenho acesso a conta, porém não consigo visualizar nada',negativo
'sou obrigado a ficar fazendo de cabeça',negativo
'sumiu uma funcionalidade',negativo
'sumiu uma parte',negativo
'ta bugada nova versão',negativo
'ta bugado',negativo
'tá difícil ter que ficar indo',negativo
'tá horrível não abre',negativo
'ta muito ruim não da pra entra i sempre acontece isso, os app de outros bancos não fica acontecendo isso',negativo
'ta péssimo da uma melhorada',negativo
'ta um lixo esse app',negativo
'ta uma droga esse negocio de token de segurança',negativo
'talvez falte atualizar o dispositivo, mas não tem essa alternativa',negativo
'também não consigo',negativo
'também poderia ter disponivel o depósito por cheque pelo app, que facilitaria os depósitos dos cheques e não precisaria ir na agência para fazer o depósito',negativo
'telefone do site nao pega',negativo
'telefone nao funciona',negativo
'telefone nao pega',negativo
'tem alguém com capacidade intelectual pra arrumar isso',negativo
'tem bugs',negativo
'tem melhorado bastante em suas últimas versões, mas não traz novidades significativas',negativo
'tem poucos recursos',negativo
'tem que da uma revisão ou fazer outro',negativo
'tem que da uma revisão',negativo
'tem que fazer muitas melhorias, pois é completamente inútil',negativo
'tem que funcionar toda hora',negativo
'tem que funcionar todo momento',negativo
'tem que implementar uma interface melhor',negativo
'tem que melhorar ainda',negativo
'tem que melhorar bastante',negativo
'tem que melhorar esse aplicativo',negativo
'tem que melhorar muito',negativo
'tem que melhorar',negativo
'tem que ser mais detalhado',negativo
'tem que ter mais agilidade pois é muito importante',negativo
'tem que ter mais agilidade',negativo
'tem um bug um pouco chato que às vezes eu entro no aplicativo e ainda continua conectado',negativo
'tenho que aguardar nova versão com correção do bug porém, não foi divulgada nova versão',negativo
'tenho que aguardar nova versão com correção',negativo
'tenho que desinstalar e instalar de novo pois não entra',negativo
'tenho que ir toda vez na agência para recadastrar-lo',negativo
'tenho que ligar no banco para pedir uma nova senha toda vez que vou fazer um pagamento',negativo
'tenta e nao consegue',negativo
'tenta e nao funciona',negativo
'tentam fazer na próxima atualização, aí dou 5 estrelas, pois já está na hora de vocês fazerem isso, obg',negativo
'tente mais tarde',negativo
'tento abrir o cadastro meu cep não estar aceitando',negativo
'tento entrar mais fala que os campos tem que estar preenchido sendo que ta tudo preenchido',negativo
'tento entrar na minha conta juridica, mas após digitar a senha não loga/entra/acessa',negativo
'tento três vezes pagar e bloqueia',negativo
'tento usar o app',negativo
'teve fraude',negativo
'tinha que funcionar a qualquer momento',negativo
'tínhamos uma versão modesta mas totalmente funcional e disponibilizaram essa moderna, porém, cheia de bugs, travamentos e erros',negativo
'tirando este problema, é maravilhoso o app',negativo
'tive algum problema',negativo
'tive ficar a toa',negativo
'tive que ir até lá a toa',negativo
'tive que ir até lá pra nada',negativo
'to cansado de ir an agencia refazer minha senha, pq toda vez que tento fazer uma ted ou pagar conta a senha da inválida',negativo
'to cansado de ir an agencia refazer minha senha',negativo
'toda a atualização tem que ir ao caixa',negativo
'toda hora diz que a senha não confere e bloqueia',negativo
'toda hora falha comunicaçao com servidores',negativo
'toda hora tem q baixar atualizacao',negativo
'toda hora tem que atualizar',negativo
'toda vez manda baixar',negativo
'toda vez pede pra eu baixar o aplicativo',negativo
'toda vez preciso atualizar',negativo
'toda vez q vou no site pede pra eu baixar o aplicativo',negativo
'toda vez que abre da erro',negativo
'toda vez que preciso utilizar, preciso atualizar, isso é muito ineficiente',negativo
'toda vez que vou entrar da erro no sistema',negativo
'toda vez que vou pagar faço procedimento quando finaliza diz: não foi possível concluir seu pagamento da que meu token foi cancelado',negativo
'todas a informações da conta estão corretas, não sei mais o que fazer',negativo
'top, só precisa de volta as cotações das moedas',negativo
'totalmente indevido',negativo
'tranca muito',negativo
'tranca regularmente, difícil a vida dos pagadores de boletos',negativo
'tranca regularmente',negativo
'trava a descrição e não deixa escrever',negativo
'trava as vezes, mas quase sempre consigo resolver pelo app',negativo
'trava as vezes',negativo
'trava muito',negativo
'trava na hora de tirar foto, desisto e não adianta me mandar ligar pra nenhum lugar',negativo
'trava o tempo todo',negativo
'trava toda hora',negativo
'trava varias vezes ao mes',negativo
'trava',negativo
'travou',negativo
'tudo demora pra carregar',negativo
'última versão não está funcionando',negativo
'um dos melhores apps bancários que já usei, porém deveria ter a função para consultar ou gerar boletos de antecipação de parcelas de consórcio',negativo
'um dos pior que ja vi',negativo
'um em cima do outro, da pra melhorar',negativo
'um erro é a identificação biométrica como senha de acesso',negativo
'um erro é a identificação biométrica',negativo
'um erro é',negativo
'uma afronta',negativo
'uma atualização não possa resolver',negativo
'uma critica',negativo
'uma crítica',negativo
'uma droga',negativo
'uma merda',negativo
'uma pena mesmo',negativo
'uma pena não poder utilizar em aparelhos com root, com a nubank não tive esse problema',negativo
'uma pena, não consigo resolver minhas finanças (pagamento) por esse aplicativo',negativo
'uma vergonha sou cliente do banco a 10 anos , e ter um aplicativo ruim desse , que só trava e da erro',negativo
'único problema é a demora',negativo
'único problema é q demora pra entrar',negativo
'único problema é toda vez que atualiza é necessário desinstalar e instalar novamente pois campos se tornam inválidos',negativo
'único problema é toda vez que ele atualiza é necessário desinstalar e instalar novamente',negativo
'unidade inválida, dae não consigo entrar',negativo
'urgência é pra isso que serve app bancários',negativo
'uso cada vez menos',negativo
'uso por alguns dias e novamente bloqueia',negativo
'usuário não pode logar nesse canal',negativo
'vai ser resolvido em quanto tempo',negativo
'valor indevido',negativo
'valor totalmente indevido',negativo
'vc digita a senha e clica em ok no teclado do celular aí fica carregando mas não entra para de carregar aí só fica na tela da senha',negativo
'vcs precisam atualizar o app',negativo
'vem piorando com o tempo',negativo
'vive dando problema',negativo
'vive pedindo atualização',negativo
'voce tenta digitar e nao vai',negativo
'voce tenta digitar no campo e n vai',negativo
'vocês precisam melhorar isso',negativo
'vocês têm que arrumar isso, uso o app para pagar fornecedores e receber pagamentos',negativo
'voces tem que melhorar e muito',negativo
'voces tem que melhorar',negativo
'vou cancelar minha conta',negativo
'vou desinstalar o app e vou abrir uma conta no banco mesmo',negativo
'vou mudar de banco a conta no banco e dá minha mulher márcia mais quem administra sou eu',negativo
'vou mudar de banco',negativo
'5 anos',neutro
'agilidade é muito importante',neutro
'alguém pode me ajudar',neutro
'app do sicredi',neutro
'boa noite',neutro
'boa tarde',neutro
'bom dia',neutro
'como eu faço para me cadastrar',neutro
'como faço pra abrir uma conta salário',neutro
'como faço pra aumentar o limite de transação sem ir a agencia',neutro
'como resolver',neutro
'curioso para saber quais são os novos requisitos',neutro
'da nnao sei estou baixando',neutro
'depois de quanto tempo pode preencher uma nova proposta',neutro
'depois irei rever meu comentário',neutro
'deus',neutro
'entrei em contato com o email do app',neutro
'estou na última versão do android',neutro
'eu queria saber se tem como fazer transferências para outros bancos minha conta é poupança',neutro
'existe previsão para se poder utilizar dos serviços samsung pay',neutro
'fechei minha conta à algum tempo e quero reabrir',neutro
'gente eu ainda nao sei usar o app,alguém poderia me explicar como eu consigo ver a data de vencimento da minha fatura',neutro
'gente que coopera cresce',neutro
'gostaria de saber como consultar conta poupança',neutro
'gostaria de saber quando vai estar disponível para pedir aqui em recife pernambuco',neutro
'gostaria de saber se o estado pi está disponível para abertura da conta',neutro
'já é a segunda vez',neutro
'liberem e volto e dou 5 estrelas',neutro
'nada a concluir',neutro
'nada a opinar',neutro
'não tenho outros',neutro
'necessário',neutro
'o aplicativo é bom, mas para pagamento o leitor ótico é fraco',neutro
'o app net empresa do bradesco já possui essa função',neutro
'ola como faço pra cadastrar a senha para entrar no app',neutro
'olá',neutro
'parece bom,mas sera que posso abrir mesmo tendo vinculo com outros bancos?e a conta e agencia e o codigo de compensação e o mesmo do sicredi',neutro
'quando a conta é cancelada pelo cliente e um dia quiser reabrir a conta pode',neutro
'quanto tempo depois do cancelamento pode reabrir',neutro
'quem é o responsável por isso',neutro
'quem que pode arrumar isso',neutro
'se for positivo eu vou abrir uma conta',neutro
'se puderem me ajudar com isso agradeço',neutro
'só tenho uma linha de produtos com o banco',neutro
'sugiro uma maneira de atualização automática que não ocorra exclusão dos dados',neutro
'te aviso',neutro
'tem como acessar poupança pelo app?',neutro
'tentem fazer a opção de ver o extrato, aí dou 5 estrelas',neutro
'tentem fazer a opção de, aí dou 5 estrelas',neutro
'tentem fazer na próxima atualização, aí dou 5 estrelas',neutro
'volto e dou cinco estrelas',neutro
'vou baixar vamos ver se for bom e liberar limite pra mim eu dou mais estrelas',neutro
':)',positivo
':)',positivo
':|',positivo
':d',positivo
':p',positivo
'#recomendo',positivo
'❤',positivo
'👍',positivo
'3 anos cooperando com o sicredi ❤',positivo
'4 anos cooperando ❤',positivo
'5 anos cooperando',positivo
'acho ser a melhor opção',positivo
'acredito ao meu ver melhor opção',positivo
'adorei muito bom',positivo
'adorei',positivo
'adorei',positivo
'adoro esse app, nunca me deu problema e consigo fazer todas minhas transaçoes por ele',positivo
'adoro esse app',positivo
'adoro esse app',positivo
'adoro',positivo
'agências de rápido e bom atendimento',positivo
'agora está ok',positivo
'agora sim ficou muito bom o aplicativo funciona rápido e com muitas opções cada dia mais estão melhorando o aplicativo',positivo
'agora sim ficou muito bom',positivo
'agradeço',positivo
'ainda conto com uma super equipe do sicredi',positivo
'ainda conto com uma super equipe',positivo
'ajuda muito no dia dia',positivo
'amando demais nota 1.000 milllll',positivo
'amando demais nota mil',positivo
'amando demais',positivo
'amando nota mil',positivo
'amando',positivo
'ameei',positivo
'amo esse app',positivo
'amo muito',positivo
'anderson sheick muito bom',positivo
'aplicativo bom',positivo
'aplicativo bom',positivo
'aplicativo excelente',positivo
'aplicativo melhorado , obrigado pelo atendimento',positivo
'aplicativo muito bom, atende a todas as necessidades e o pessoal do desenvolvimento está de parabéns',positivo
'aplicativo ótimo, faço tudo oque preciso',positivo
'aplicativo ótimo',positivo
'aplicativo que não para de melhorar',positivo
'app bem funcional um dos melhores do mercado agradeço',positivo
'app é bom',positivo
'app excelente',positivo
'app excelente',positivo
'app milll',positivo
'app muito bom e bastante prático',positivo
'app muito fácil de manusear',positivo
'app muito prático, facilita muito a vida',positivo
'app muito prático',positivo
'app muito simples, bom de usar',positivo
'app muito simples',positivo
'app muito top',positivo
'app muito útil',positivo
'app ótimo para quem não tem muito tempo para ir para a agência do sicredi',positivo
'app ótimo para quem não tem muito tempo',positivo
'app ótimo, assim como a cooperativa como todo',positivo
'app ótimo',positivo
'app prático e eficaz',positivo
'as funcionalidades que testei está tudo ok',positivo
'assistência muito boa',positivo
'ate agora satisfatório',positivo
'até que em fim',positivo
'atende todas as minhas necessidades financeiras',positivo
'atendimento excelente',positivo
'atendimento excelente',positivo
'atendimento muito bom',positivo
'atendimento perfeito',positivo
'atendimento satisfatório',positivo
'atualizaram e ficou muito bom',positivo
'baixem e abra sua conta',positivo
'bastante prático',positivo
'beleza',positivo
'belo design, boas funcionalidades',positivo
'belo design',positivo
'bem bom',positivo
'bem rápido',positivo
'bem simples',positivo
'bem util',positivo
'boa',positivo
'boas funcionalidades',positivo
'bom aplicativo',positivo
'bom app atende bem as nessecidades',positivo
'bom app',positivo
'bom de usar',positivo
'bom muito bom',positivo
'bom para o associado',positivo
'bom programa legal muito melhor',positivo
'bom trabalho',positivo
'bom, é simples facil de usar',positivo
'bom',positivo
'bom',positivo
'bom',positivo
'bom',positivo
'bommmm',positivo
'boom',positivo
'c boa',positivo
'cada dia mais estão melhorando',positivo
'cartão, cheque especial e empréstimo, tudo isso com facilidade',positivo
'com a nova atualização, já está funcionando normalmente',positivo
'com certeza o melhor banco',positivo
'com este aplicativo acabei com esperar enfrenta filas para pagar minhas contas',positivo
'com este produto parei de enfrentar filas',positivo
'comodidade',positivo
'consigo fazer tudo pelo aplicatvo',positivo
'consigo fazer tudo que preciso nele',positivo
'consigo ter controle de minha conta sem precisar ir a agência bancária',positivo
'consigo ter controle de minha conta',positivo
'continuar assim',positivo
'cumpre a contento o objetivo',positivo
'da hora',positivo
'de fácil manuseio',positivo
'demais nota mil',positivo
'deu todo suporte pra mim',positivo
'dou 5 estrelas',positivo
'é 100%',positivo
'é agil',positivo
'é bem completo',positivo
'é bem pratico para o dia a dia',positivo
'e bom demais',positivo
'é bom',positivo
'é bom',positivo
'é bom',positivo
'é brincadeira muito simples',positivo
'é de muita ajuda',positivo
'é facil de usar',positivo
'é maravilhoso o app',positivo
'é muito bom de trabalhar',positivo
'e muito bom',positivo
'é muito bom',positivo
'e muito legal ter o app do seu banco',positivo
'é muito prático',positivo
'é ótimo o app',positivo
'é otimo',positivo
'é perfeito',positivo
'e prático de usar e bonito , eu gostei , cartão de débito chama muito atenção, muita gente elogiou',positivo
'e se for mesmo zero anuidade , ótimo',positivo
'é um bom aplicativo',positivo
'é uma mão na roda',positivo
'eficiência',positivo
'eficiente',positivo
'ele é bom',positivo
'ele me ajuda muito',positivo
'ele me auxilia muito',positivo
'ele simplifica minha vida',positivo
'eles tiram minhas dúvidas por mensagens, assim não preciso ir até lá',positivo
'essa última atualização ficou muito boa',positivo
'essa última versão o uso ficou transparente',positivo
'está ficando cada dia mais bom',positivo
'está muito bem elaborado seria elementos, visual minimalista, fácil acesso e compressão das informações',positivo
'está muito bem elaborado',positivo
'está tudo ótimo',positivo
'estao de parabéns',positivo
'estou 100% satisfeito com os serviços e atendimento de vcs meus parabéns',positivo
'estou muito satisfeita com o serviço',positivo
'estou satisfeito',positivo
'estrutura excelente',positivo
'eu adorei esse app',positivo
'eu amei esse app',positivo
'eu gostei dele',positivo
'eu gostei esse app',positivo
'eu gostei muito do app me ajuda bastante',positivo
'eu gostei muito',positivo
'eu gosto esse app',positivo
'eu nunca tive nenhum tipo de problemas e já uso a mais de três anos',positivo
'eu recomendo',positivo
'eu recomendo',positivo
'eu uso pra tudo esse app',positivo
'evita filas',positivo
'excelente aplicativo para facilitar a nossa vida',positivo
'excelente aplicativo, e muito prático de utilizar no dia dia',positivo
'excelente aplicativo',positivo
'excelente aplicativo',positivo
'excelente aplicativo',positivo
'excelente app, tem tudo que precisa, consigo fazer tudo que preciso nele, simples que até um macaco consegue utilizar nota mil',positivo
'excelente app',positivo
'excelente app',positivo
'excelente esse aplicativo',positivo
'excelente funciona muito bem no meu',positivo
'excelente muito bom',positivo
'excelente opção para fazer as transações bancarias sem fila de espera',positivo
'excelente opção',positivo
'excelente, muito prático e intuitivo',positivo
'excelente, utilizo muito',positivo
'excelente',positivo
'excelente',positivo
'excelente',positivo
'excelente',positivo
'excelente',positivo
'excelente',positivo
'excelente',positivo
'fácil acesso',positivo
'fácil acesso',positivo
'fácil de acessar e simples de usar',positivo
'fácil de acessar',positivo
'fácil de usar',positivo
'fácil e prático',positivo
'fácil manuseio',positivo
'facilidade gostei muito do app me facilita muito a vida controlo toda minha conta atraves do app',positivo
'facilita a vida corrida da gente',positivo
'facilita bastante o controle da minha conta',positivo
'facilita bastante',positivo
'facilita muito a vida',positivo
'facilita muito o dia dia',positivo
'facilitou minha vida🤗',positivo
'faço meus pagamentos sem problemas',positivo
'faço tudo o q preciso',positivo
'faço tudo sem problemas',positivo
'falando sério uma experiência surpreendente',positivo
'fantástico',positivo
'favorável',positivo
'faz seu papel de forma satisfatória',positivo
'faz seu papel',positivo
'felicita muito a minha vida',positivo
'fico tranquilo c a minha conta',positivo
'ficou mais fácil de fazer todas as consultas e ações no aplicativo',positivo
'ficou melhor',positivo
'ficou muito bom',positivo
'ficou muito prático',positivo
'ficou otimo',positivo
'ficou ótimo',positivo
'funciona bem',positivo
'funciona como o esperado',positivo
'funciona muito bem',positivo
'funciona muito bem',positivo
'funciona rápido e com muitas opções',positivo
'funcional e objetivo',positivo
'gostei é bem útil',positivo
'gostei muito satisfatório',positivo
'gostei muito',positivo
'gostei simples e eficiente',positivo
'gostei',positivo
'gosto do aplicativo facilita bastante o controle da minha conta',positivo
'gosto do aplicativo',positivo
'gosto do app (:',positivo
'gosto muito do aplicativo',positivo
'gosto muito do aplicativo',positivo
'gosto muito, pois posso fazer tudo direto de casa, muito fácil de usar',positivo
'gosto muito',positivo
'gosto',positivo
'grato',positivo
'interação perfeita',positivo
'intuitivo',positivo
'intuitivo',positivo
'já é ótimo assim',positivo
'joia',positivo
'júlio césar ótimo banco tem tudo que eu preciso',positivo
'mara',positivo
'mas ansioso na expectativa da sua chegada',positivo
'mas vale mto baixar',positivo
'me ajuda bastante',positivo
'me deu todo o suporte pra mim quanto micro empreendedor',positivo
'me deu todo o suporte',positivo
'melhor app para se utilizar, rápido, prático e sempre evoluindo',positivo
'melhor banco, melhor segurança para seus clientes, respeito e atendimento perfeito',positivo
'melhor banco',positivo
'melhor para se utilizar',positivo
'melhor segurança para seus clientes',positivo
'melhorou bastante',positivo
'melhorou muito',positivo
'melhorou',positivo
'mes satisfaz',positivo
'mt bom',positivo
'muito aproveitado',positivo
'muito atenciosa',positivo
'muito atencioso',positivo
'muito bom 10',positivo
'muito bom aplicativo',positivo
'muito bom aplicativo',positivo
'muito bom apo',positivo
'muito bom até que em fim',positivo
'muito bom consigo acompanhar a movimentação da sem ter q ficar indo sempre na agência bancária',positivo
'muito bom consigo fazer tudo pelo aplicatvo',positivo
'muito bom e pratico recomendo',positivo
'muito bom e pratico',positivo
'muito bom esse ap melhor app de banco',positivo
'muito bom esse aplicativo',positivo
'muito bom esse apricativo',positivo
'muito bom esse banco',positivo
'muito bom esse',positivo
'muito bom este app',positivo
'muito bom eu gosto dele',positivo
'muito bom informativo completo',positivo
'muito bom o app',positivo
'muito bom o app',positivo
'muito bom pratico e facil',positivo
'muito bom prático',positivo
'muito bom sicredi é ótimo',positivo
'muito bom útil no dia a dia',positivo
'muito bom, bem util',positivo
'muito bom, rápido prático com certeza o melhor banco agências de rápido e bom atendimento pouco tempo de espera em fila amo muito 3 anos cooperando com o sicredi',positivo
'muito bom, raramente preciso ir à agência',positivo
'muito bom',positivo
'muito bom',positivo
'muito bom',positivo
'muito bom',positivo
'muito bom',positivo
'muito bom',positivo
'muito bom',positivo
'muito bom',positivo
'muito bom',positivo
'muito bon pra ver come que ta a conta da gente adorei o aplicativo',positivo
'muito eficiente, atende minhas necessidades',positivo
'muito eficiente',positivo
'muito fácil de usar',positivo
'muito fácil e pratico',positivo
'muito legal',positivo
'muito melhor que de muitos bancos por aí',positivo
'muito obg pela confiança vou usar com responsabilidade o cartão do crédito fácil vão me ajudar e muito',positivo
'muito perfeito',positivo
'muito power da pra mim resolver tudo sobre minha conta por ele',positivo
'muito pratico e facil',positivo
'muito pratico e facilita a vida',positivo
'muito pratico',positivo
'muito prático',positivo
'muito prático',positivo
'muito satisfatório',positivo
'muito satisfatório',positivo
'muito top eu recomendo muito bom',positivo
'muito top',positivo
'muito útil e prático',positivo
'muito útil no uso no diário',positivo
'muito util',positivo
'muito útil',positivo
'muito útil',positivo
'nada a reclamar',positivo
'nao funciona bem',positivo
'não precisa ir na agência quando troca o celular',positivo
'não preciso ir à cooperativa',positivo
'nota 10',positivo
'nota 10',positivo
'nota 10',positivo
'nota 1000',positivo
'nota cem',positivo
'nota dez',positivo
'nota mil',positivo
'nota mil',positivo
'nota mil',positivo
'nunca me deu problema',positivo
'nunca tive problemas',positivo
'o aplicativo de voces é um ótimo exemplo a se seguir',positivo
'o aplicativo é bom',positivo
'o aplicativo é muito bom mesmo',positivo
'o aplicativo e ótima se alguem estiver com dificuldade e pq o cel e ruim ou a conexao',positivo
'o aplicativo é ótimo',positivo
'o aplicativo é ótimo',positivo
'o aplicativo é ótimo',positivo
'o aplicativo tem me atendido mt bem, e a cooperativa e ótima, super indico',positivo
'o app e otimo e assim como o banco juntamante com a grande equipe que colabora parabens',positivo
'o app é ótimo e faz seu papel de forma satisfatória',positivo
'o app e ótimo realmente fácil de usar e o que realmente precisa está no app',positivo
'o app e ótimo realmente',positivo
'o app e otimo',positivo
'o app é ótimo',positivo
'o app em sí é uma ferramenta fácil de usar p/ quem quer consultar o saldo da conta corrente, e fazer alguma transação',positivo
'o app sempre funciona bem',positivo
'o app sempre funcionou bem',positivo
'o atendimento via chat é de primeiro mundo',positivo
'o design é superior',positivo
'o design visual e de navegação é superior',positivo
'o estorno do cartao de credito agora está bem melhor',positivo
'o futuro do nosso país, estrutura excelente',positivo
'o gerente então, sempre super atencioso',positivo
'o gerente sempre atencioso',positivo
'o layout ficou mt bom',positivo
'o produto de voces é superior',positivo
'o produto é 100%',positivo
'o que os bancos tradicionais não me deram em anos vcs me deram em apenas 1 mês de relacionamento valeu obg no…',positivo
'o que realmente precisa está no app',positivo
'o restante funciona muito bem',positivo
'o resto é ótimo',positivo
'obrigada',positivo
'obrigado pela agilidade',positivo
'obrigado',positivo
'obrigado',positivo
'obrigado',positivo
'ok',positivo
'ok',positivo
'ótima cooperativa recomendo',positivo
'ótima',positivo
'ótimo ap',positivo
'ótimo aplicativo financeiro',positivo
'ótimo aplicativo, atende minhas necessidades',positivo
'ótimo aplicativo, faço meus pagamentos sem problemas, ficou muito prático',positivo
'ótimo aplicativo, melhorando isso ficará 100%',positivo
'ótimo aplicativo, o melhor até agora que já vi',positivo
'ótimo aplicativo, permite acompanhamento de sua conta e ajuda no planejamento financeiro',positivo
'ótimo aplicativo',positivo
'ótimo aplicativo',positivo
'ótimo aplicativo',positivo
'ótimo aplicativo',positivo
'otimo app',positivo
'ótimo app',positivo
'ótimo app',positivo
'ótimo banco',positivo
'ótimo é muito bom',positivo
'otimo facilita mto e é rápido',positivo
'ótimo gostei',positivo
'otimo juntamante com a grande equipe que colabora',positivo
'ótimo o aplicativo',positivo
'ótimo recomendo',positivo
'otimo sem comparaçao',positivo
'ótimo super pratico',positivo
'otimo tanto o aplicativo quanto a cooperativa',positivo
'ótimo trabalho',positivo
'ótimo, aplicativo para o pagamento de boletos',positivo
'otimo',positivo
'ótimo',positivo
'ótimo',positivo
'para mim está ótimo felicita muito a minha vida',positivo
'para mim está ótimo',positivo
'parabéns a todos',positivo
'parabéns pelo desempenho',positivo
'parabéns pelo ótimo trabalho',positivo
'parabéns pelo trabalho',positivo
'parabéns',positivo
'parabéns',positivo
'parabéns',positivo
'perfeito, amei, consigo ver extratos, perfeitooo',positivo
'perfeito',positivo
'por telefone eles só faltam vir na sua casa e ajudar a lavar o carro',positivo
'posso fazer tudo direto de casa, muito fácil de usar',positivo
'pouco tempo de espera em fila',positivo
'pra mim está bom faço tudo oq preciso pelo aplicativo',positivo
'pra mim está ok',positivo
'praticidade..isso que não uso todos os recursos',positivo
'prático e facil de usar',positivo
'prático e rápido para ajudar no dia a dia',positivo
'prático e sempre evoluindo',positivo
'pratico',positivo
'prático',positivo
'prático',positivo
'presta atendimento satisfatório',positivo
'produto de voces é ótimo',positivo
'qualidade superior a todos os outros',positivo
'quando dinheiro é devolvido já é abatido o valor da compra nas parcelas, bem melhor mesmo do que receber o valor integral e depois continuar pagando',positivo
'quase perfeito',positivo
'rápido e prático',positivo
'rápido',positivo
'raramente preciso ir à agência, resolvo tudo por aqui.e ainda conto com uma super equipe do sicred de são pedro do iguaçu',positivo
'raramente preciso ir à agência',positivo
'realmente fácil de usar',positivo
'recomendo que a minha conta fica segura',positivo
'recomendo',positivo
'recomendo',positivo
'resolve minha vida',positivo
'resolvo tudo por aqui e ainda conto com uma super equipe do sicred de são pedro do iguaçu',positivo
'resolvo tudo por aqui parabéns aos desenvolvedores',positivo
'resolvo tudo por aqui',positivo
'respeito e atendimento perfeito',positivo
'satisfação total',positivo
'satisfatório',positivo
'satisfaz as minhas necessidades',positivo
'satisfeito não tenho o q reclamar app voando no meu tablet e funcionando perfeitamente cooperativa de parabéns',positivo
'se abrir cooperativa podem me convidar para fazer parte',positivo
'se tiver a opção de ver extrato, aí dou 5 estrelas',positivo
'sempre atenciosa',positivo
'sempre atencioso',positivo
'sempre consigo resolver',positivo
'sempre evoluindo',positivo
'sempre me ajuda',positivo
'sempre melhorando',positivo
'sempre supriu as necessidades',positivo
'show de bola',positivo
'show de bola',positivo
'show',positivo
'simples de usar',positivo
'simples de utilizar',positivo
'simples e objetivo',positivo
'simples e versátil',positivo
'simples que até um macaco consegue utilizar',positivo
'simples, fácil e seguro',positivo
'simples, objetivo e de fácil manuseio',positivo
'simplesmente maravilhoso',positivo
'super fácil e rápido',positivo
'super fácil',positivo
'super indico',positivo
'tá ótimo',positivo
'tem evoluído muito mesmo',positivo
'tem muita qualidade',positivo
'tem o que eu preciso',positivo
'tem qualidade muito superior',positivo
'tem qualidade',positivo
'tem se mostrado um banco ótimo até agora',positivo
'tem tudo o que preciso',positivo
'tem tudo que precisa',positivo
'tenho compressão das informações',positivo
'the best',positivo
'tô começando agora mais já me deram boas recomendações',positivo
'top demais',positivo
'top demais',positivo
'top ok',positivo
'top rápido e seguro',positivo
'top',positivo
'top',positivo
'top',positivo
'top',positivo
'top',positivo
'toppppp.amei esse ao muito bom meu cartão já chegou e estou muito contente com essa empresa parabéns',positivo
'traz algumas funcionalidades únicas',positivo
'tudo perfeito',positivo
'tudo prático e rápido',positivo
'tudo prático',positivo
'tudo que eu preciso',positivo
'tudo rápido',positivo
'um bom app, presta um atendimento satisfatório',positivo
'um bom app',positivo
'um dos melhores apps bancários que já usei',positivo
'um dos melhores apps que usei',positivo
'um dos melhores apps',positivo
'um dos melhores do mercado',positivo
'um dos melhores que já usei',positivo
'uma super equipe',positivo
'uso muito esse app',positivo
'uso muito no meu dia a dia',positivo
'vale a pena entrar pelo site',positivo
'vem melhorando a cada atualização',positivo
'vem melhorando com o tempo',positivo
'visual minimalista',positivo
'voces sao melhores',positivo
'voces tem o que precisa',positivo
